seq,stamp,frame_id,x,y,z,qx,qy,qz,qw,yaw,task,tol
0,1780290525.280715,camera_init,0.016233,0.023993,0.000000,-0.001236,-0.003396,0.004614,0.999983,0.009237,none,0.300
1,1780290539.381005,camera_init,0.224412,0.029199,0.000000,-0.000307,-0.004275,0.006426,0.999970,0.012854,none,0.300
2,1780290540.480912,camera_init,0.438888,0.056411,0.000000,0.000089,-0.004485,0.026102,0.999649,0.052212,none,0.300
3,1780290541.381095,camera_init,0.662741,0.084257,0.000000,0.000424,-0.003413,0.052116,0.998635,0.104279,none,0.300
4,1780290542.181039,camera_init,0.866888,0.153579,0.000000,-0.000880,-0.002584,0.092049,0.995751,0.184364,none,0.300
5,1780290542.981095,camera_init,1.068627,0.239782,0.000000,-0.000058,-0.004892,0.137502,0.990489,0.275888,none,0.300
6,1780290543.581100,camera_init,1.255672,0.333057,0.000000,0.002227,-0.004910,0.174021,0.984727,0.349814,none,0.300
7,1780290543.981002,camera_init,1.447073,0.421885,0.000000,0.003181,-0.005800,0.187284,0.982283,0.376776,none,0.300
8,1780290544.381062,camera_init,1.684583,0.494372,0.000000,-0.000566,-0.004746,0.185987,0.982541,0.374170,none,0.300
9,1780290546.281013,camera_init,1.896882,0.559838,0.000000,0.001156,-0.004613,0.173627,0.984800,0.349024,none,0.300
10,1780290548.181110,camera_init,2.109831,0.620047,0.000000,0.000777,-0.004245,0.164148,0.986426,0.329791,none,0.300
11,1780290551.281219,camera_init,1.932827,0.525069,0.000000,-0.000161,-0.004288,0.120127,0.992749,0.240844,none,0.300
12,1780290553.281245,camera_init,2.131292,0.560150,0.000000,0.001257,-0.004492,0.111958,0.993702,0.224382,none,0.300
13,1780290578.581863,camera_init,1.919349,0.483840,0.000000,0.000541,-0.005067,0.079233,0.996843,0.158634,none,0.300
14,1780290579.180774,camera_init,1.717151,0.435520,0.000000,0.000364,-0.004661,0.058373,0.998284,0.116813,none,0.300
15,1780290579.880659,camera_init,1.498397,0.401067,0.000000,0.001045,-0.004959,0.035779,0.999347,0.071566,none,0.300
16,1780290583.680854,camera_init,1.714204,0.297477,0.000000,0.000339,-0.004312,-0.043238,0.999055,-0.086509,none,0.300
17,1780290584.180460,camera_init,1.918300,0.230273,0.000000,-0.000910,-0.004634,-0.070202,0.997522,-0.140515,none,0.300
