seq,stamp,frame_id,x,y,z,qx,qy,qz,qw,yaw,task,tol
0,1787294961.963276,camera_init,-0.137018,0.158388,0.000000,0.002733,-0.002059,-0.003807,0.999987,-0.007625,none,0.250
1,1787294968.963389,camera_init,0.026622,0.148652,0.000000,0.001418,-0.002967,-0.002810,0.999991,-0.005628,none,0.250
2,1787294969.463294,camera_init,0.194135,0.139662,0.000000,0.002803,-0.001162,-0.006416,0.999975,-0.012838,none,0.250
3,1787294969.863390,camera_init,0.351571,0.133196,0.000000,0.003097,-0.001745,-0.007146,0.999968,-0.014303,none,0.250
4,1787294970.263285,camera_init,0.525994,0.128460,0.000000,0.000946,-0.001487,-0.005811,0.999982,-0.011624,none,0.250
5,1787294970.663408,camera_init,0.713931,0.114130,0.000000,0.002184,-0.003144,-0.003123,0.999988,-0.006259,none,0.250
6,1787294970.963350,camera_init,0.875956,0.117011,0.000000,0.006492,-0.000548,-0.001540,0.999978,-0.003087,none,0.250
7,1787294971.263386,camera_init,1.055377,0.109191,0.000000,0.004972,0.000291,0.000229,0.999988,0.000462,none,0.250
8,1787294971.563341,camera_init,1.232173,0.106076,0.000000,0.004213,-0.002690,0.000566,0.999987,0.001110,none,0.250
9,1787294971.863343,camera_init,1.419306,0.101195,0.000000,0.003419,-0.002705,0.003104,0.999986,0.006189,none,0.250
10,1787294972.063251,camera_init,1.569661,0.090876,0.000000,0.001313,-0.001857,0.002649,0.999994,0.005293,none,0.250
11,1787294972.363385,camera_init,1.774524,0.085295,0.000000,0.005556,-0.002393,-0.001515,0.999981,-0.003057,none,0.250
12,1787294972.663388,camera_init,1.978958,0.077156,0.000000,0.004981,-0.000781,-0.002263,0.999985,-0.004535,none,0.250
13,1787294972.963384,camera_init,2.177635,0.074322,0.000000,0.004272,-0.002160,-0.004226,0.999980,-0.008470,none,0.250
14,1787294973.263381,camera_init,2.370795,0.068511,0.000000,0.004309,-0.002160,-0.001885,0.999987,-0.003788,none,0.250
15,1787294973.563375,camera_init,2.574825,0.057996,0.000000,0.004902,-0.002640,0.000452,0.999984,0.000878,none,0.250
16,1787294973.863400,camera_init,2.779374,0.048999,0.000000,0.002370,-0.001296,0.003488,0.999990,0.006970,none,0.250
17,1787294974.163437,camera_init,2.980425,0.057554,0.000000,0.002552,-0.002585,0.005386,0.999979,0.010758,none,0.250
18,1787294974.463253,camera_init,3.179440,0.054803,0.000000,0.001919,-0.003864,0.008280,0.999956,0.016545,none,0.250
19,1787294974.763249,camera_init,3.376901,0.044706,0.000000,0.003312,-0.001139,0.005160,0.999981,0.010312,none,0.250
20,1787294975.063375,camera_init,3.584074,0.034083,0.000000,0.001197,-0.002289,0.003586,0.999990,0.007166,none,0.250
21,1787294975.263351,camera_init,3.734452,0.030268,0.000000,0.000242,-0.000202,0.001957,0.999998,0.003913,none,0.250
22,1787294975.563375,camera_init,3.927462,0.025249,0.000000,0.001436,-0.002022,0.000055,0.999997,0.000104,none,0.250
23,1787294975.863172,camera_init,4.136526,0.034178,0.000000,0.002713,-0.001585,0.006558,0.999974,0.013108,none,0.250
24,1787294976.163363,camera_init,4.335408,0.036437,0.000000,0.003262,0.000020,0.009954,0.999945,0.019909,none,0.250
25,1787294976.463374,camera_init,4.520917,0.032737,0.000000,0.000782,-0.004704,0.010880,0.999929,0.021753,none,0.250
