seq,stamp,frame_id,x,y,z,qx,qy,qz,qw,yaw,task,tol
0,1776948995.152663,camera_init,-0.008024,1.159228,0.000000,-0.000312,-0.000688,0.015055,0.999886,0.030111,none,0.300
1,1776949013.752902,camera_init,0.328204,1.181890,0.000000,-0.000466,-0.002462,0.022722,0.999739,0.045451,none,0.300
2,1776949014.552824,camera_init,0.656530,1.188479,0.000000,0.000407,-0.002050,0.030213,0.999541,0.060433,none,0.300
3,1776949015.251270,camera_init,0.970642,1.211376,0.000000,-0.001235,-0.001287,0.034132,0.999416,0.068281,none,0.300
4,1776949016.051749,camera_init,1.304116,1.235096,0.000000,0.000923,-0.001307,0.035579,0.999366,0.071170,none,0.300
5,1776949016.941888,camera_init,1.612078,1.249243,0.000000,-0.001905,-0.001546,0.038621,0.999251,0.077267,none,0.300
6,1776949017.847651,camera_init,1.937072,1.288856,0.000000,-0.000503,-0.002038,0.044133,0.999023,0.088297,none,0.300
7,1776949018.852915,camera_init,2.271198,1.307577,0.000000,-0.004293,-0.001976,0.052498,0.998610,0.105060,none,0.300
8,1776949019.752962,camera_init,2.584005,1.340364,0.000000,-0.001138,0.000329,0.025364,0.999678,0.050733,none,0.300
9,1776949020.753006,camera_init,2.898692,1.323919,0.000000,0.003077,-0.002065,-0.013042,0.999908,-0.026097,none,0.300
10,1776949022.052987,camera_init,3.202137,1.303801,0.000000,0.002411,-0.003141,-0.042929,0.999070,-0.085900,none,0.300
11,1776949023.053001,camera_init,3.526047,1.267251,0.000000,0.004606,-0.004898,-0.053400,0.998551,-0.106898,none,0.300
12,1776949023.953010,camera_init,3.862650,1.220240,0.000000,0.002332,-0.004475,-0.049271,0.998773,-0.098606,none,0.300
13,1776949024.751848,camera_init,4.187577,1.204781,0.000000,0.003181,-0.005433,-0.042680,0.999069,-0.085424,none,0.300
14,1776949025.552542,camera_init,4.515673,1.168655,0.000000,0.004896,-0.002444,-0.045627,0.998944,-0.091310,none,0.300
15,1776949026.235648,camera_init,4.823153,1.147963,0.000000,0.004540,-0.005872,-0.042654,0.999062,-0.085391,none,0.300
16,1776949027.041864,camera_init,5.155857,1.117232,0.000000,0.002599,-0.000453,-0.035714,0.999359,-0.071446,none,0.300
17,1776949027.748901,camera_init,5.466179,1.103206,0.000000,0.001072,-0.004899,-0.027397,0.999612,-0.054813,none,0.300
18,1776949028.450973,camera_init,5.791841,1.083269,0.000000,0.000958,-0.006082,-0.020642,0.999768,-0.041300,none,0.300
19,1776949029.052887,camera_init,6.093476,1.064470,0.000000,0.001187,-0.003587,-0.018478,0.999822,-0.036968,none,0.300
