seq,stamp,frame_id,x,y,z,qx,qy,qz,qw,yaw,task,tol
98,1784445621.887503,camera_init,14.588845,2.086660,0.000000,-0.001415,0.026021,0.471281,0.881598,0.982369,none,0.250
99,1784445622.488510,camera_init,14.687020,2.238211,0.000000,0.000324,0.025446,0.473890,0.880216,0.988305,none,0.250
100,1784445623.088269,camera_init,14.782909,2.369410,0.000000,0.000607,0.025163,0.474193,0.880061,0.988981,none,0.250
101,1784445623.787928,camera_init,14.861761,2.499963,0.000000,-0.002119,0.027494,0.475218,0.879436,0.991400,none,0.250
102,1784445624.487721,camera_init,14.945943,2.653890,0.000000,-0.000928,0.029621,0.495650,0.868017,1.038395,none,0.250
103,1784445625.187548,camera_init,15.007764,2.804361,0.000000,-0.000727,0.028878,0.524690,0.850803,1.105943,none,0.250
104,1784445625.787510,camera_init,15.073429,2.942421,0.000000,-0.002238,0.027668,0.533130,0.845578,1.125711,none,0.250
105,1784445626.387851,camera_init,15.151282,3.102142,0.000000,-0.003532,0.028282,0.536009,0.843731,1.132549,none,0.250
106,1784445626.888513,camera_init,15.222870,3.244340,0.000000,-0.002117,0.028122,0.539788,0.841328,1.141547,none,0.250
107,1784445627.488030,camera_init,15.289516,3.399691,0.000000,0.001661,0.029584,0.540877,0.840580,1.144358,none,0.250
108,1784445628.087812,camera_init,15.369507,3.542940,0.000000,-0.001171,0.026743,0.541937,0.839993,1.146567,none,0.250
109,1784445628.587752,camera_init,15.429389,3.695487,0.000000,-0.000958,0.028010,0.545036,0.837944,1.154070,none,0.250
110,1784445629.087529,camera_init,15.508201,3.867929,0.000000,-0.003776,0.030240,0.547381,0.836328,1.159806,none,0.250
111,1784445629.487507,camera_init,15.574826,4.004658,0.000000,-0.004917,0.030798,0.546364,0.836967,1.157393,none,0.250
112,1784445629.988038,camera_init,15.644500,4.164576,0.000000,-0.003316,0.028447,0.546770,0.836793,1.158195,none,0.250
113,1784445630.587906,camera_init,15.710256,4.321472,0.000000,-0.002337,0.025323,0.547835,0.836200,1.160508,none,0.250
114,1784445631.187752,camera_init,15.782574,4.474358,0.000000,-0.003288,0.026961,0.548127,0.835954,1.161318,none,0.250
115,1784445631.787564,camera_init,15.849557,4.631817,0.000000,-0.003956,0.026494,0.546849,0.836803,1.158206,none,0.250
116,1784445632.488364,camera_init,15.926238,4.789040,0.000000,-0.003539,0.025474,0.540687,0.840830,1.143438,none,0.250
117,1784445633.088199,camera_init,16.017320,4.923428,0.000000,-0.002969,0.025907,0.515540,0.856469,1.084198,none,0.250
118,1784445633.688078,camera_init,16.110825,5.056147,0.000000,-0.002599,0.025814,0.497190,0.867254,1.041601,none,0.250
119,1784445634.387848,camera_init,16.197655,5.204840,0.000000,-0.000271,0.023882,0.492682,0.869881,1.031145,none,0.250
120,1784445635.087768,camera_init,16.266249,5.354523,0.000000,0.000603,0.025322,0.512234,0.858472,1.076530,none,0.250
121,1784445635.687669,camera_init,16.342640,5.496899,0.000000,-0.000716,0.028791,0.520129,0.853602,1.095228,none,0.250
122,1784445636.387512,camera_init,16.417392,5.635743,0.000000,0.000123,0.024401,0.525064,0.850713,1.106483,none,0.250
123,1784445636.987581,camera_init,16.475685,5.776835,0.000000,-0.001642,0.024114,0.531291,0.846845,1.121101,none,0.250
124,1784445637.588083,camera_init,16.536647,5.922959,0.000000,-0.002207,0.027854,0.545300,0.837775,1.154659,none,0.250
125,1784445638.287506,camera_init,16.600708,6.069259,0.000000,-0.000099,0.026486,0.549282,0.835217,1.164113,none,0.250
126,1784445638.987806,camera_init,16.666640,6.226843,0.000000,-0.001386,0.027211,0.554919,0.831458,1.177679,none,0.250
127,1784445639.587679,camera_init,16.740911,6.392944,0.000000,-0.002276,0.026852,0.558878,0.828812,1.187173,none,0.250
128,1784445640.088604,camera_init,16.803078,6.542703,0.000000,0.003875,0.024019,0.559479,0.828487,1.188506,none,0.250
129,1784445640.687728,camera_init,16.864438,6.694421,0.000000,0.001005,0.025388,0.561651,0.826984,1.193815,none,0.250
130,1784445641.287675,camera_init,16.936543,6.857619,0.000000,-0.000979,0.028982,0.560170,0.827870,1.190510,none,0.250
131,1784445641.787633,camera_init,17.000345,7.001404,0.000000,0.000502,0.028390,0.559526,0.828326,1.188932,none,0.250
132,1784445642.388276,camera_init,17.057626,7.153996,0.000000,0.003937,0.025485,0.558769,0.828922,1.186913,none,0.250
133,1784445642.988214,camera_init,17.129233,7.312013,0.000000,0.002826,0.025678,0.561235,0.827253,1.192867,none,0.250
134,1784445643.588121,camera_init,17.193476,7.481173,0.000000,-0.002970,0.026244,0.563501,0.825693,1.198288,none,0.250
135,1784445644.088055,camera_init,17.248073,7.626206,0.000000,0.000058,0.026424,0.566661,0.823527,1.206029,none,0.250
136,1784445644.688112,camera_init,17.317375,7.781806,0.000000,-0.002227,0.028825,0.568200,0.822383,1.209939,none,0.250
137,1784445645.188222,camera_init,17.372756,7.933315,0.000000,-0.005578,0.026203,0.569538,0.821529,1.212896,none,0.250
138,1784445645.687826,camera_init,17.437921,8.095328,0.000000,-0.006461,0.023811,0.569550,0.821586,1.212723,none,0.250
139,1784445646.287792,camera_init,17.496262,8.255458,0.000000,-0.003922,0.028519,0.571837,0.819862,1.218737,none,0.250
140,1784445646.887691,camera_init,17.557924,8.409730,0.000000,-0.002168,0.028941,0.571237,0.820272,1.217349,none,0.250
141,1784445647.487620,camera_init,17.624486,8.568119,0.000000,-0.002848,0.029026,0.568013,0.822503,1.209489,none,0.250
142,1784445648.087649,camera_init,17.671825,8.720696,0.000000,-0.006096,0.029239,0.579540,0.814396,1.237621,none,0.250
143,1784445677.687786,camera_init,17.703164,8.800643,0.000000,-0.003485,0.028628,0.576948,0.816272,1.231257,avoid_end,0.250
144,1784445694.288396,camera_init,17.758001,8.949191,0.000000,-0.004522,0.028037,0.578868,0.814927,1.235892,none,0.250
