seq,stamp,frame_id,x,y,z,qx,qy,qz,qw,yaw,task,tol
0,1787234006.593418,camera_init,-0.091144,0.189461,0.000000,0.004913,-0.003509,-0.001514,0.999981,-0.003063,none,0.250
1,1787234010.093464,camera_init,0.064159,0.185624,0.000000,0.001498,-0.003578,-0.000788,0.999992,-0.001587,none,0.250
2,1787234010.893418,camera_init,0.221122,0.188007,0.000000,0.002599,-0.003434,-0.000131,0.999991,-0.000280,none,0.250
3,1787234011.694441,camera_init,0.383991,0.180076,0.000000,0.001805,-0.003895,0.001137,0.999990,0.002260,none,0.250
4,1787234012.394376,camera_init,0.551740,0.169712,0.000000,0.001982,-0.000459,0.000155,0.999998,0.000307,none,0.250
5,1787234013.094470,camera_init,0.705747,0.163832,0.000000,0.002807,-0.000403,-0.004540,0.999986,-0.009081,none,0.250
6,1787234013.894289,camera_init,0.880837,0.158835,0.000000,0.002574,-0.002313,-0.004258,0.999985,-0.008527,none,0.250
7,1787234014.394274,camera_init,1.061466,0.162101,0.000000,0.005029,-0.003702,-0.002759,0.999977,-0.005555,none,0.250
8,1787234015.094138,camera_init,1.230176,0.153265,0.000000,0.001554,-0.001124,-0.003504,0.999992,-0.007011,none,0.250
9,1787234015.694013,camera_init,1.386243,0.143810,0.000000,0.001839,-0.001863,-0.001456,0.999996,-0.002919,none,0.250
10,1787234016.194060,camera_init,1.551599,0.144533,0.000000,0.003775,-0.000422,-0.000197,0.999993,-0.000397,none,0.250
11,1787234016.694056,camera_init,1.705875,0.130734,0.000000,0.001912,-0.002273,0.001026,0.999995,0.002044,none,0.250
12,1787234017.193881,camera_init,1.862969,0.126654,0.000000,0.002199,-0.001890,0.002366,0.999993,0.004723,none,0.250
13,1787234017.693850,camera_init,2.039361,0.132742,0.000000,0.001945,-0.001601,0.001282,0.999996,0.002558,none,0.250
14,1787234018.293801,camera_init,2.212612,0.122595,0.000000,0.003178,-0.001367,-0.001510,0.999993,-0.003028,none,0.250
15,1787234018.793844,camera_init,2.368963,0.110875,0.000000,0.005886,-0.000181,-0.003615,0.999976,-0.007232,none,0.250
16,1787234019.293754,camera_init,2.550025,0.102282,0.000000,0.004935,-0.000834,-0.003465,0.999981,-0.006938,none,0.250
17,1787234019.793568,camera_init,2.720518,0.096568,0.000000,0.001500,-0.002026,-0.002844,0.999993,-0.005693,none,0.250
18,1787234020.293575,camera_init,2.875620,0.090982,0.000000,0.003371,-0.002227,-0.002658,0.999988,-0.005332,none,0.250
19,1787234020.793568,camera_init,3.049994,0.091187,0.000000,0.001247,-0.001216,-0.000206,0.999998,-0.000415,none,0.250
20,1787234021.293495,camera_init,3.219583,0.086572,0.000000,0.003953,-0.002069,0.001940,0.999988,0.003865,none,0.250
21,1787234021.793390,camera_init,3.389678,0.076213,0.000000,0.002836,-0.003445,0.002147,0.999988,0.004275,none,0.250
22,1787234022.293368,camera_init,3.564172,0.076496,0.000000,0.003327,-0.004953,0.002120,0.999980,0.004208,none,0.250
23,1787234022.793304,camera_init,3.741496,0.077623,0.000000,0.000356,-0.001754,0.002700,0.999995,0.005399,none,0.250
24,1787234023.293352,camera_init,3.917528,0.068231,0.000000,0.003179,-0.001124,0.003012,0.999990,0.006017,none,0.250
25,1787234023.793511,camera_init,4.103465,0.051423,0.000000,0.002677,0.000094,-0.003450,0.999990,-0.006899,none,0.250
26,1787234024.293427,camera_init,4.283995,0.055344,0.000000,0.003214,-0.002307,-0.003596,0.999986,-0.007206,none,0.250
27,1787234024.793476,camera_init,4.453925,0.052693,0.000000,0.002473,-0.001717,-0.003007,0.999991,-0.006023,none,0.250
28,1787234025.193511,camera_init,4.605838,0.040617,0.000000,0.004754,-0.002774,-0.000652,0.999985,-0.001330,none,0.250
29,1787234025.693455,camera_init,4.776216,0.041739,0.000000,0.002899,-0.001676,0.000271,0.999994,0.000533,none,0.250
30,1787234026.193455,camera_init,4.941890,0.041326,0.000000,-0.001616,0.000055,0.002097,0.999996,0.004194,none,0.250
31,1787234026.693465,camera_init,5.123123,0.029000,0.000000,0.000728,-0.001449,0.001124,0.999998,0.002246,none,0.250
32,1787234027.193408,camera_init,5.286529,0.027886,0.000000,0.001284,-0.000969,0.000623,0.999999,0.001244,none,0.250
33,1787234027.693541,camera_init,5.463387,0.021885,0.000000,0.003789,-0.000048,0.002333,0.999990,0.004666,none,0.250
34,1787234028.193502,camera_init,5.638543,0.015155,0.000000,0.003220,0.000751,-0.002549,0.999991,-0.005093,none,0.250
